Type,Region,Name,Data Type,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP,APN,FUP policy,Operator Networks
Single,Portugal,Portugal 5GB 30Days,Data in Total,$2.38,$7.14,PT,5,30,PT_5_30,PT,CKH986,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [5G], NOS [5G]"
Single,Portugal,Portugal 5GB/Day,Daily Unlimited,$2.05,$6.15,PT,5,1,PT_5_Daily,PT,PT68QWKN4,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"Vodafone [5G], NOS [5G]"
Single,Puerto Rico,Puerto Rico 1GB 7Days,Data in Total,$1.69,$5.07,PR,1,7,PR_1_7,PR,CKH315,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,wap.tim.it,,Claro [5G]
Single,Puerto Rico,Puerto Rico 3GB 15Days,Data in Total,$4.51,$13.53,PR,3,15,PR_3_15,PR,CKH331,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,wap.tim.it,,Claro [5G]
Single,Puerto Rico,Puerto Rico 5GB 30Days,Data in Total,$7.52,$22.56,PR,5,30,PR_5_30,PR,CKH347,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US,wap.tim.it,,Claro [5G]
Single,Qatar,Qatar 10GB 30Days,Data in Total,$12.17,$36.51,QA,10,30,QA_10_30,QA,CKH761,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 10GB/Day,Daily Unlimited,$10.50,$31.50,QA,10,1,QA_10_Daily,QA,P6JK4LSK1,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,SG,e-ideas,384 Kbps,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 1GB 7Days,Data in Total,$1.50,$4.50,QA,1,7,QA_1_7,QA,CKH513,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 1GB/Day FUP1Mbps,Daily Unlimited,$1.80,$5.40,QA,1,1,QA_1_Daily_1Mbps,QA,PRS912ANA,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,SG,e-ideas,1 Mbps,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 20GB 30Days,Data in Total,$22.28,$66.84,QA,20,30,QA_20_30,QA,CKH762,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 2GB/Day FUP1Mbps,Daily Unlimited,$3.40,$10.20,QA,2,1,QA_2_Daily_1Mbps,QA,P4D3R8GHW,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,SG,e-ideas,1 Mbps,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 3GB 15Days,Data in Total,$4.00,$12.00,QA,3,15,QA_3_15,QA,CKH667,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 3GB 30Days,Data in Total,$4.25,$12.75,QA,3,30,QA_3_30,QA,CKH029,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 3GB/Day FUP1Mbps,Daily Unlimited,$5.73,$17.19,QA,3,1,QA_3_Daily_1Mbps,QA,P67FVB2WQ,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,SG,e-ideas,1 Mbps,"ooredoo [5G], Vodafone [5G]"
Single,Qatar,Qatar 5GB 30Days,Data in Total,$6.67,$20.01,QA,5,30,QA_5_30,QA,CKH668,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,SG,e-ideas,,"ooredoo [5G], Vodafone [5G]"
Single,Republic of the Congo,Republic of the Congo 10GB 30Days,Data in Total,$36.80,$110.40,CG,10,30,CG_10_30,CG,MB038,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Airtel [4G]
Single,Republic of the Congo,Republic of the Congo 1GB 7Days,Data in Total,$4.36,$13.08,CG,1,7,CG_1_7,CG,MB023,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Airtel [4G]
Single,Republic of the Congo,Republic of the Congo 1GB/Day,Daily Unlimited,$4.66,$13.98,CG,1,1,CG_1_Daily,CG,PB7SRU04K,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,Airtel [4G]
Single,Republic of the Congo,Republic of the Congo 20GB 30Days,Data in Total,$67.54,$202.62,CG,20,30,CG_20_30,CG,MB059,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Airtel [4G]
Single,Republic of the Congo,Republic of the Congo 2GB/Day,Daily Unlimited,$8.78,$26.34,CG,2,1,CG_2_Daily,CG,PJ1FM2NJ5,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,UK,plus,512 Kbps,Airtel [4G]
Single,Republic of the Congo,Republic of the Congo 3GB 15Days,Data in Total,$12.36,$37.08,CG,3,15,CG_3_15,CG,MB028,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Airtel [4G]
Single,Republic of the Congo,Republic of the Congo 500MB/Day,Daily Unlimited,$2.81,$8.43,CG,0,1,CG_0.5_Daily,CG,PMR7GK3Y0,First Network Connection,180,3G/4G,Non-reloadable,UK,plus,512 Kbps,Airtel [4G]
Single,Republic of the Congo,Republic of the Congo 5GB 30Days,Data in Total,$19.40,$58.20,CG,5,30,CG_5_30,CG,MB033,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Airtel [4G]
Single,Reunion,Reunion 10GB 30Days,Data in Total,$4.28,$12.84,RE,10,30,RE_10_30,RE,CKH452,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Reunion,Reunion 10GB/Day,Daily Unlimited,$4.10,$12.30,RE,10,1,RE_10_Daily,RE,PYA91H6UX,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Reunion,Reunion 1GB 7Days,Data in Total,$0.57,$1.71,RE,1,7,RE_1_7,RE,CKH365,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Reunion,Reunion 1GB/Day,Daily Unlimited,$0.54,$1.62,RE,1,1,RE_1_Daily,RE,PHMS8J01F,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Reunion,Reunion 1GB/Day FUP1Mbps,Daily Unlimited,$0.63,$1.89,RE,1,1,RE_1_Daily_1Mbps,RE,P23H4PYET,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Reunion,Reunion 20GB 30Days,Data in Total,$9.04,$27.12,RE,20,30,RE_20_30,RE,CKH919,First Network Connection,180,3G/4G,Non-reloadable,FR/NL,orange,,Orange [5G]
Single,Reunion,Reunion 2GB/Day,Daily Unlimited,$1.01,$3.03,RE,2,1,RE_2_Daily,RE,P1X3N5XFT,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,500 Kbps,Orange [5G]
Single,Reunion,Reunion 2GB/Day FUP1Mbps,Daily Unlimited,$1.20,$3.60,RE,2,1,RE_2_Daily_1Mbps,RE,P2SF16EHG,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Reunion,Reunion 3GB 15Days,Data in Total,$1.50,$4.50,RE,3,15,RE_3_15,RE,CKH394,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Reunion,Reunion 3GB 30Days,Data in Total,$1.60,$4.80,RE,3,30,RE_3_30,RE,PP1AUEE94,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Reunion,Reunion 3GB/Day,Daily Unlimited,$1.42,$4.26,RE,3,1,RE_3_Daily,RE,P530XLLHQ,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Reunion,Reunion 3GB/Day FUP1Mbps,Daily Unlimited,$1.70,$5.10,RE,3,1,RE_3_Daily_1Mbps,RE,P5K3SWPJ1,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Reunion,Reunion 500MB/Day,Daily Unlimited,$0.32,$0.96,RE,0,1,RE_0.5_Daily,RE,PQD094RUX,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL,orange,512 Kbps,Orange [5G]
Single,Reunion,Reunion 5GB 30Days,Data in Total,$2.38,$7.14,RE,5,30,RE_5_30,RE,CKH423,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Reunion,Reunion 5GB/Day,Daily Unlimited,$2.05,$6.15,RE,5,1,RE_5_Daily,RE,P1LZC0QK8,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Romania,Romania 10GB 30Days,Data in Total,$4.28,$12.84,RO,10,30,RO_10_30,RO,CKH241,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 10GB/Day,Daily Unlimited,$4.10,$12.30,RO,10,1,RO_10_Daily,RO,P4Q1FGP0W,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 1GB 7Days,Data in Total,$0.57,$1.71,RO,1,7,RO_1_7,RO,CKH239,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 1GB/Day FUP1Mbps,Daily Unlimited,$0.63,$1.89,RO,1,1,RO_1_Daily_1Mbps,RO,PUF4JMF35,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 20GB 30Days,Data in Total,$8.20,$24.60,RO,20,30,RO_20_30,RO,CKH728,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 2GB/Day FUP1Mbps,Daily Unlimited,$1.20,$3.60,RO,2,1,RO_2_Daily_1Mbps,RO,P4X0XF6WD,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 3GB 15Days,Data in Total,$1.50,$4.50,RO,3,15,RO_3_15,RO,CKH240,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 3GB 30Days,Data in Total,$1.60,$4.80,RO,3,30,RO_3_30,RO,CKH098,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 3GB/Day FUP1Mbps,Daily Unlimited,$1.70,$5.10,RO,3,1,RO_3_Daily_1Mbps,RO,PK902FHBH,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 50GB 180Days,Data in Total,$28.47,$85.41,RO,50,180,RO_50_180,RO,PBOG35WTO,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 5GB 30Days,Data in Total,$2.38,$7.14,RO,5,30,RO_5_30,RO,CKH137,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"Vodafone [4G], Orange [5G]"
Single,Romania,Romania 5GB/Day,Daily Unlimited,$2.05,$6.15,RO,5,1,RO_5_Daily,RO,PYM1AD32Z,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"Vodafone [4G], Orange [5G]"
Single,Russia,Russia 1GB 7Days,Data in Total,$1.19,$3.57,RU,1,7,RU_1_7,RU,JC070,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,"Beeline [4G], Tele2 [5G]"
Single,Russia,Russia 3GB 15Days,Data in Total,$3.17,$9.51,RU,3,15,RU_3_15,RU,JC071,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,"Beeline [4G], Tele2 [5G]"
Single,Russia,Russia 3GB 30Days,Data in Total,$3.37,$10.11,RU,3,30,RU_3_30,RU,JC068,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,"Beeline [4G], Tele2 [5G]"
Single,Russia,Russia 50GB 30Days,Data in Total,$41.70,$125.10,RU,50,30,RU_50_30,RU,PYW56RM7B,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,"Beeline [4G], Tele2 [5G]"
Single,Russia,Russia 5GB 30Days,Data in Total,$5.28,$15.84,RU,5,30,RU_5_30,RU,JC069,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,"Beeline [4G], Tele2 [5G]"
Single,Saint Barthelemy,Saint Barthelemy 10GB 30Days,Data in Total,$4.28,$12.84,BL,10,30,BL_10_30,BL,P3V06DJGB,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 10GB/Day,Daily Unlimited,$4.10,$12.30,BL,10,1,BL_10_Daily,BL,PTV2C9DB4,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 1GB 7Days,Data in Total,$0.57,$1.71,BL,1,7,BL_1_7,BL,PXRPD543Z,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 1GB/Day FUP1Mbps,Daily Unlimited,$0.63,$1.89,BL,1,1,BL_1_Daily_1Mbps,BL,P64UUUBC2,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 20GB 30Days,Data in Total,$9.32,$27.96,BL,20,30,BL_20_30,BL,PCH7S1EK6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 2GB/Day FUP1Mbps,Daily Unlimited,$1.18,$3.54,BL,2,1,BL_2_Daily_1Mbps,BL,PM2F6E5TG,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 3GB 15Days,Data in Total,$1.50,$4.50,BL,3,15,BL_3_15,BL,P3DX2BGG4,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 3GB 30Days,Data in Total,$1.60,$4.80,BL,3,30,BL_3_30,BL,PT94J3FBY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 3GB/Day FUP1Mbps,Daily Unlimited,$1.70,$5.10,BL,3,1,BL_3_Daily_1Mbps,BL,PBE9NQ83E,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 5GB 30Days,Data in Total,$2.38,$7.14,BL,5,30,BL_5_30,BL,P5J6RHBC1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Barthelemy,Saint Barthelemy 5GB/Day,Daily Unlimited,$2.05,$6.15,BL,5,1,BL_5_Daily,BL,PLNWP15P7,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Saint Martin,Saint Martin 10GB 30Days,Data in Total,$4.28,$12.84,MF,10,30,MF_10_30,MF,PVA498ZCJ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Martin,Saint Martin 10GB/Day,Daily Unlimited,$4.10,$12.30,MF,10,1,MF_10_Daily,MF,PPY3Z4B9E,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Saint Martin,Saint Martin 1GB 7Days,Data in Total,$0.57,$1.71,MF,1,7,MF_1_7,MF,P12ECZP9F,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Martin,Saint Martin 1GB/Day FUP1Mbps,Daily Unlimited,$0.63,$1.89,MF,1,1,MF_1_Daily_1Mbps,MF,P5W6AN4GP,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Saint Martin,Saint Martin 20GB 30Days,Data in Total,$9.32,$27.96,MF,20,30,MF_20_30,MF,PUS1Z94SD,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Martin,Saint Martin 2GB/Day FUP1Mbps,Daily Unlimited,$1.18,$3.54,MF,2,1,MF_2_Daily_1Mbps,MF,PDNL3RG58,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Saint Martin,Saint Martin 3GB 15Days,Data in Total,$1.50,$4.50,MF,3,15,MF_3_15,MF,PG4DZM52Z,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Martin,Saint Martin 3GB 30Days,Data in Total,$1.60,$4.80,MF,3,30,MF_3_30,MF,PF23GU4ZH,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Martin,Saint Martin 3GB/Day FUP1Mbps,Daily Unlimited,$1.70,$5.10,MF,3,1,MF_3_Daily_1Mbps,MF,PL1T0SNX6,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,Orange [5G]
Single,Saint Martin,Saint Martin 5GB 30Days,Data in Total,$2.38,$7.14,MF,5,30,MF_5_30,MF,P2A56ENGE,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,Orange [5G]
Single,Saint Martin,Saint Martin 5GB/Day,Daily Unlimited,$2.05,$6.15,MF,5,1,MF_5_Daily,MF,P52GGAR4R,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,Orange [5G]
Single,Samoa,Samoa 10GB 30Days,Data in Total,$139.75,$419.25,WS,10,30,WS_10_30,WS,CKH921,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Bluesky [5G]
Single,Samoa,Samoa 1GB 7Days,Data in Total,$15.72,$47.16,WS,1,7,WS_1_7,WS,CKH528,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Bluesky [5G]
Single,Samoa,Samoa 20GB 30Days,Data in Total,$262.04,$786.12,WS,20,30,WS_20_30,WS,CKH922,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Bluesky [5G]
Single,Samoa,Samoa 3GB 15Days,Data in Total,$41.93,$125.79,WS,3,15,WS_3_15,WS,CKH672,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Bluesky [5G]
Single,Samoa,Samoa 5GB 30Days,Data in Total,$69.88,$209.64,WS,5,30,WS_5_30,WS,CKH673,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK,plus,,Bluesky [5G]
Single,San Marino,San Marino 10GB 30Days,Data in Total,$4.28,$12.84,SM,10,30,SM_10_30,SM,P1V2USW8Y,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 10GB/Day,Daily Unlimited,$4.10,$12.30,SM,10,1,SM_10_Daily,SM,PZSQHE743,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 1GB 7Days,Data in Total,$0.57,$1.71,SM,1,7,SM_1_7,SM,PSAJK201M,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 1GB/Day FUP1Mbps,Daily Unlimited,$0.63,$1.89,SM,1,1,SM_1_Daily_1Mbps,SM,P3LU9B0RK,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 20GB 30Days,Data in Total,$9.04,$27.12,SM,20,30,SM_20_30,SM,PWUTC492B,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 2GB/Day FUP1Mbps,Daily Unlimited,$1.20,$3.60,SM,2,1,SM_2_Daily_1Mbps,SM,P6W8DN5HB,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 3GB 15Days,Data in Total,$1.50,$4.50,SM,3,15,SM_3_15,SM,P31UGQET0,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 3GB 30Days,Data in Total,$1.60,$4.80,SM,3,30,SM_3_30,SM,P94R1BKND,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 3GB/Day FUP1Mbps,Daily Unlimited,$1.70,$5.10,SM,3,1,SM_3_Daily_1Mbps,SM,PZJR826DX,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,1 Mbps,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 5GB 30Days,Data in Total,$2.38,$7.14,SM,5,30,SM_5_30,SM,PQ95SM2LK,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL,orange,,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,San Marino,San Marino 5GB/Day,Daily Unlimited,$2.05,$6.15,SM,5,1,SM_5_Daily,SM,PD8ACLX31,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,FR/NL,orange,512 Kbps,"TIM [5G], Wind [5G], TIM maritime [3G], Iliad [5G]"
Single,Saudi Arabia,Saudi Arabia 10GB 30Days,Data in Total,$11.50,$34.50,SA,10,30,SA_10_30,SA,CKH280,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE,bicsapn,,STC [5G]
Single,Saudi Arabia,Saudi Arabia 10GB/Day,Daily Unlimited,$10.74,$32.22,SA,10,1,SA_10_Daily,SA,P2F7DWA8R,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,BE,bicsapn,384 Kbps,STC [5G]
Single,Saudi Arabia,Saudi Arabia 1GB 7Days,Data in Total,$1.62,$4.86,SA,1,7,SA_1_7,SA,CKH277,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE,bicsapn,,STC [5G]
Single,Saudi Arabia,Saudi Arabia 1GB/Day,Daily Unlimited,$1.62,$4.86,SA,1,1,SA_1_Daily,SA,PH1C85GUN,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,BE,bicsapn,512 Kbps,STC [5G]
Single,Saudi Arabia,Saudi Arabia 1GB/Day FUP1Mbps,Daily Unlimited,$1.81,$5.43,SA,1,1,SA_1_Daily_1Mbps,SA,PW7DXG35X,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,BE,bicsapn,1 Mbps,STC [5G]
Single,Saudi Arabia,Saudi Arabia 20GB 30Days,Data in Total,$19.50,$58.50,SA,20,30,SA_20_30,SA,CKH800,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE,bicsapn,,STC [5G]
Single,Saudi Arabia,Saudi Arabia 2GB/Day FUP1Mbps,Daily Unlimited,$3.34,$10.02,SA,2,1,SA_2_Daily_1Mbps,SA,P3UHF4RX8,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,BE,bicsapn,1 Mbps,STC [5G]
Single,Saudi Arabia,Saudi Arabia 3GB 15Days,Data in Total,$4.33,$12.99,SA,3,15,SA_3_15,SA,CKH278,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE,bicsapn,,STC [5G]
Single,Saudi Arabia,Saudi Arabia 3GB 30Days,Data in Total,$4.61,$13.83,SA,3,30,SA_3_30,SA,CKH036,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE,bicsapn,,STC [5G]
Single,Saudi Arabia,Saudi Arabia 3GB/Day FUP1Mbps,Daily Unlimited,$4.86,$14.58,SA,3,1,SA_3_Daily_1Mbps,SA,PVEXXS543,First Network Connection,180,3G/4G/5G,Days Reloadable for extending validitity,BE,bicsapn,1 Mbps,STC [5G]
Single,Saudi Arabia,Saudi Arabia 50GB 30Days,Data in Total,$59.90,$179.70,SA,50,30,SA_50_30,SA,CKH801,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE,bicsapn,,STC [5G]
Single,Saudi Arabia,Saudi Arabia 5GB 30Days,Data in Total,$7.22,$21.66,SA,5,30,SA_5_30,SA,CKH279,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,BE,bicsapn,,STC [5G]
Single,Senegal,Senegal 10GB 30Days,Data in Total,$18.68,$56.04,SN,10,30,SN_10_30,SN,CKH472,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,NL,internet,,Free [4G]
Single,Senegal,Senegal 10GB/Day,Daily Unlimited,$16.63,$49.89,SN,10,1,SN_10_Daily,SN,PQG3RGNX3,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,NL,internet,512 Kbps,Free [4G]
Single,Senegal,Senegal 1GB 7Days,Data in Total,$2.30,$6.90,SN,1,7,SN_1_7,SN,CKH385,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,NL,internet,,Free [4G]
Single,Senegal,Senegal 1GB/Day,Daily Unlimited,$2.18,$6.54,SN,1,1,SN_1_Daily,SN,P8TWW2JL9,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,NL,internet,512 Kbps,Free [4G]
Single,Senegal,Senegal 1GB/Day FUP1Mbps,Daily Unlimited,$2.56,$7.68,SN,1,1,SN_1_Daily_1Mbps,SN,P5FXP3N2K,First Network Connection,180,3G/4G,Days Reloadable for extending validitity,NL,internet,1 Mbps,Free [4G]
